mrid,conducting_equipment,connect,connected_terminals,current_feeder_direction,name,phases,sequence_number,traced_phases,connected,base_voltage,connectivity_node,connectivity_node_id,current_phases.terminal,names,normal_phases.terminal
21919652-366347,Junction{21919652},True,"[Terminal{730487-366347}, Terminal{221263-366347}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{366347-cn},366347-cn,Terminal{21919652-366347},<generator object ngen at 0x0000015E8FE996C0>,Terminal{21919652-366347}
658953-529205,AcLineSegment{658953},True,"[Terminal{18284555-529205}, Terminal{423661-529205}, Terminal{423662-529205}]",FeederDirection.BOTH,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{529205-cn},529205-cn,Terminal{658953-529205},<generator object ngen at 0x0000015E8FE996C0>,Terminal{658953-529205}
696451-742662,AcLineSegment{696451},True,[Terminal{17341125-742662}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{742662-cn},742662-cn,Terminal{696451-742662},<generator object ngen at 0x0000015E8FE996C0>,Terminal{696451-742662}
164075-412267,AcLineSegment{164075},True,"[Terminal{580419-412267}, Terminal{282806-412267}, Terminal{164076-412267}, Terminal{455932-412267}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{412267-cn},412267-cn,Terminal{164075-412267},<generator object ngen at 0x0000015E8FE996C0>,Terminal{164075-412267}
308542-438574,AcLineSegment{308542},True,[Terminal{18010870-438574}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{438574-cn},438574-cn,Terminal{308542-438574},<generator object ngen at 0x0000015E8FE996C0>,Terminal{308542-438574}
601976-301489,AcLineSegment{601976},True,"[Terminal{15730163-301489}, Terminal{180991-301489}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{301489-cn},301489-cn,Terminal{601976-301489},<generator object ngen at 0x0000015E8FE996C0>,Terminal{601976-301489}
367352-489943,AcLineSegment{367352},True,[Terminal{18539393-489943}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{489943-cn},489943-cn,Terminal{367352-489943},<generator object ngen at 0x0000015E8FE996C0>,Terminal{367352-489943}
529220-616384,AcLineSegment{529220},True,"[Terminal{584727-616384}, Terminal{18002561-616384}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{616384-cn},616384-cn,Terminal{529220-616384},<generator object ngen at 0x0000015E8FE996C0>,Terminal{529220-616384}
309314-158662,AcLineSegment{309314},True,"[Terminal{308074-158662}, Terminal{19065792-158662}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{158662-cn},158662-cn,Terminal{309314-158662},<generator object ngen at 0x0000015E8FE996C0>,Terminal{309314-158662}
98539-514790,AcLineSegment{98539},True,"[Terminal{18007203-514790}, Terminal{98540-514790}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{514790-cn},514790-cn,Terminal{98539-514790},<generator object ngen at 0x0000015E8FE996C0>,Terminal{98539-514790}
35538299-589591,EnergyConsumer{35538299},True,"[Terminal{496365-589591}, Terminal{496364-589591}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{589591-cn},589591-cn,Terminal{35538299-589591},<generator object ngen at 0x0000015E8FE996C0>,Terminal{35538299-589591}
579481-661392,AcLineSegment{579481},True,[Terminal{17339156-661392}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{661392-cn},661392-cn,Terminal{579481-661392},<generator object ngen at 0x0000015E8FE996C0>,Terminal{579481-661392}
501303-253731,AcLineSegment{501303},True,"[Terminal{412577-253731}, Terminal{29197142-253731}, Terminal{20780835-253731}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{253731-cn},253731-cn,Terminal{501303-253731},<generator object ngen at 0x0000015E8FE996C0>,Terminal{501303-253731}
583016-664777,AcLineSegment{583016},True,[Terminal{17337501-664777}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{664777-cn},664777-cn,Terminal{583016-664777},<generator object ngen at 0x0000015E8FE996C0>,Terminal{583016-664777}
23717-61661,AcLineSegment{23717},True,[Terminal{234480-61661}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{61661-cn},61661-cn,Terminal{23717-61661},<generator object ngen at 0x0000015E8FE996C0>,Terminal{23717-61661}
19428-53292,AcLineSegment{19428},True,"[Terminal{653256-53292}, Terminal{180432-53292}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{53292-cn},53292-cn,Terminal{19428-53292},<generator object ngen at 0x0000015E8FE996C0>,Terminal{19428-53292}
642585-318560,AcLineSegment{642585},True,"[Terminal{299641-318560}, Terminal{642584-318560}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{318560-cn},318560-cn,Terminal{642585-318560},<generator object ngen at 0x0000015E8FE996C0>,Terminal{642585-318560}
151592-292839,AcLineSegment{151592},True,"[Terminal{601730-292839}, Terminal{156528-292839}, Terminal{156527-292839}, Terminal{601731-292839}, Terminal{156475-292839}, Terminal{153400-292839}, Terminal{29227771-292839}, Terminal{458399-292839}, Terminal{636667-292839}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{292839-cn},292839-cn,Terminal{151592-292839},<generator object ngen at 0x0000015E8FE996C0>,Terminal{151592-292839}
17340801-734284,EnergyConsumer{17340801},True,[Terminal{686075-734284}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{734284-cn},734284-cn,Terminal{17340801-734284},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17340801-734284}
308077-158073,AcLineSegment{308077},True,"[Terminal{308078-158073}, Terminal{19089830-158073}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{158073-cn},158073-cn,Terminal{308077-158073},<generator object ngen at 0x0000015E8FE996C0>,Terminal{308077-158073}
482238-207885,AcLineSegment{482238},True,"[Terminal{410497-207885}, Terminal{482239-207885}, Terminal{33575310-207885}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{207885-cn},207885-cn,Terminal{482238-207885},<generator object ngen at 0x0000015E8FE996C0>,Terminal{482238-207885}
206353-60091,Fuse{206353},True,[Terminal{22908-60091}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{60091-cn},60091-cn,Terminal{206353-60091},<generator object ngen at 0x0000015E8FE996C0>,Terminal{206353-60091}
18010810-624893,EnergyConsumer{18010810},True,[Terminal{539226-624893}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{624893-cn},624893-cn,Terminal{18010810-624893},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18010810-624893}
17356968-271796,EnergyConsumer{17356968},True,[Terminal{538498-271796}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{271796-cn},271796-cn,Terminal{17356968-271796},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17356968-271796}
667508-719280,AcLineSegment{667508},True,[Terminal{18007515-719280}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{719280-cn},719280-cn,Terminal{667508-719280},<generator object ngen at 0x0000015E8FE996C0>,Terminal{667508-719280}
657969-324191,AcLineSegment{657969},True,[Terminal{603470-324191}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{324191-cn},324191-cn,Terminal{657969-324191},<generator object ngen at 0x0000015E8FE996C0>,Terminal{657969-324191}
132597-591399,AcLineSegment{132597},True,"[Terminal{136539-591399}, Terminal{129269-591399}, Terminal{36759850-591399}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{591399-cn},591399-cn,Terminal{132597-591399},<generator object ngen at 0x0000015E8FE996C0>,Terminal{132597-591399}
224232-118288,BusbarSection{224232},True,[Terminal{257886-118288}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{118288-cn},118288-cn,Terminal{224232-118288},<generator object ngen at 0x0000015E8FE996C0>,Terminal{224232-118288}
282708-412175,AcLineSegment{282708},True,[Terminal{18400778-412175}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{412175-cn},412175-cn,Terminal{282708-412175},<generator object ngen at 0x0000015E8FE996C0>,Terminal{282708-412175}
34511-362866,BusbarSection{34511},True,"[Terminal{718461-362866}, Terminal{34510-362866}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{362866-cn},362866-cn,Terminal{34511-362866},<generator object ngen at 0x0000015E8FE996C0>,Terminal{34511-362866}
82482-279816,AcLineSegment{82482},True,"[Terminal{554335-279816}, Terminal{554334-279816}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{279816-cn},279816-cn,Terminal{82482-279816},<generator object ngen at 0x0000015E8FE996C0>,Terminal{82482-279816}
164072-302085,AcLineSegment{164072},True,"[Terminal{603735-302085}, Terminal{603487-302085}, Terminal{164071-302085}, Terminal{164070-302085}, Terminal{29773095-302085}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{302085-cn},302085-cn,Terminal{164072-302085},<generator object ngen at 0x0000015E8FE996C0>,Terminal{164072-302085}
17339174-292832,EnergyConsumer{17339174},True,[Terminal{579979-292832}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{292832-cn},292832-cn,Terminal{17339174-292832},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17339174-292832}
153417-324765,AcLineSegment{153417},True,"[Terminal{15678703-324765}, Terminal{659421-324765}, Terminal{659420-324765}, Terminal{664919-324765}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{324765-cn},324765-cn,Terminal{153417-324765},<generator object ngen at 0x0000015E8FE996C0>,Terminal{153417-324765}
583339-665053,AcLineSegment{583339},True,[Terminal{17347683-665053}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{665053-cn},665053-cn,Terminal{583339-665053},<generator object ngen at 0x0000015E8FE996C0>,Terminal{583339-665053}
18003635-631059,EnergyConsumer{18003635},True,[Terminal{145120-631059}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{631059-cn},631059-cn,Terminal{18003635-631059},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18003635-631059}
16224-47015,AcLineSegment{16224},True,[Terminal{44070-47015}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{47015-cn},47015-cn,Terminal{16224-47015},<generator object ngen at 0x0000015E8FE996C0>,Terminal{16224-47015}
407521-211776,AcLineSegment{407521},True,"[Terminal{20460041-211776}, Terminal{102436-211776}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{211776-cn},211776-cn,Terminal{407521-211776},<generator object ngen at 0x0000015E8FE996C0>,Terminal{407521-211776}
301786-155047,AcLineSegment{301786},True,[Terminal{19702447-155047}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{155047-cn},155047-cn,Terminal{301786-155047},<generator object ngen at 0x0000015E8FE996C0>,Terminal{301786-155047}
31781958-77502,PowerTransformer{31781958|CLIFTON-DAVID},True,"[Terminal{31782020-77502}, Terminal{733864-77502}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{77502-cn},77502-cn,Terminal{31781958-77502},<generator object ngen at 0x0000015E8FE996C0>,Terminal{31781958-77502}
571316-328395,AcLineSegment{571316},True,"[Terminal{188735-328395}, Terminal{650102-328395}, Terminal{580156-328395}, Terminal{163508-328395}, Terminal{580157-328395}, Terminal{185306-328395}, Terminal{29218752-328395}, Terminal{668585-328395}, Terminal{163507-328395}, Terminal{571315-328395}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{328395-cn},328395-cn,Terminal{571316-328395},<generator object ngen at 0x0000015E8FE996C0>,Terminal{571316-328395}
10450946-24306,PowerTransformer{10450946|HOTHAM 85-BELL},True,[Terminal{45513-24306}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{24306-cn},24306-cn,Terminal{10450946-24306},<generator object ngen at 0x0000015E8FE996C0>,Terminal{10450946-24306}
580124-662069,AcLineSegment{580124},True,[Terminal{18007443-662069}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{662069-cn},662069-cn,Terminal{580124-662069},<generator object ngen at 0x0000015E8FE996C0>,Terminal{580124-662069}
529847-325030,AcLineSegment{529847},True,"[Terminal{660101-325030}, Terminal{660102-325030}, Terminal{29217960-325030}, Terminal{676995-325030}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{325030-cn},325030-cn,Terminal{529847-325030},<generator object ngen at 0x0000015E8FE996C0>,Terminal{529847-325030}
668585-328395,AcLineSegment{668585},True,"[Terminal{188735-328395}, Terminal{650102-328395}, Terminal{580156-328395}, Terminal{163508-328395}, Terminal{580157-328395}, Terminal{571316-328395}, Terminal{185306-328395}, Terminal{29218752-328395}, Terminal{163507-328395}, Terminal{571315-328395}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{328395-cn},328395-cn,Terminal{668585-328395},<generator object ngen at 0x0000015E8FE996C0>,Terminal{668585-328395}
645682-350260,AcLineSegment{645682},True,"[Terminal{20894328-350260}, Terminal{729657-350260}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{350260-cn},350260-cn,Terminal{645682-350260},<generator object ngen at 0x0000015E8FE996C0>,Terminal{645682-350260}
11110-37017,AcLineSegment{11110},True,"[Terminal{283083-37017}, Terminal{390639-37017}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{37017-cn},37017-cn,Terminal{11110-37017},<generator object ngen at 0x0000015E8FE996C0>,Terminal{11110-37017}
237236-124500,AcLineSegment{237236},True,"[Terminal{241229-124500}, Terminal{232177-124500}, Terminal{44839-124500}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{124500-cn},124500-cn,Terminal{237236-124500},<generator object ngen at 0x0000015E8FE996C0>,Terminal{237236-124500}
14438652-221470,Junction{14438652},True,"[Terminal{437579-221470}, Terminal{583387-221470}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{221470-cn},221470-cn,Terminal{14438652-221470},<generator object ngen at 0x0000015E8FE996C0>,Terminal{14438652-221470}
556363-194647,AcLineSegment{556363},True,"[Terminal{381668-194647}, Terminal{602527-194647}, Terminal{655102-194647}, Terminal{203115-194647}, Terminal{14542547-194647}, Terminal{557299-194647}, Terminal{174875-194647}, Terminal{199110-194647}, Terminal{198394-194647}, Terminal{163763-194647}, Terminal{199109-194647}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{194647-cn},194647-cn,Terminal{556363-194647},<generator object ngen at 0x0000015E8FE996C0>,Terminal{556363-194647}
