mrid,conducting_equipment,connect,connected_terminals,current_feeder_direction,name,phases,sequence_number,traced_phases,connected,base_voltage,connectivity_node,connectivity_node_id,current_phases.terminal,names,normal_phases.terminal
19183396-483284,Junction{19183396},True,"[Terminal{358822-483284}, Terminal{358821-483284}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{483284-cn},483284-cn,Terminal{19183396-483284},<generator object ngen at 0x0000015E8FE996C0>,Terminal{19183396-483284}
238819-381439,AcLineSegment{238819},True,"[Terminal{44070-381439}, Terminal{44071-381439}, Terminal{44181-381439}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{381439-cn},381439-cn,Terminal{238819-381439},<generator object ngen at 0x0000015E8FE996C0>,Terminal{238819-381439}
29289512-599829,EnergyConsumer{29289512},True,[Terminal{132623-599829}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{599829-cn},599829-cn,Terminal{29289512-599829},<generator object ngen at 0x0000015E8FE996C0>,Terminal{29289512-599829}
32081618-369113,Junction{32081618},True,"[Terminal{224226-369113}, Terminal{734038-369113}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{369113-cn},369113-cn,Terminal{32081618-369113},<generator object ngen at 0x0000015E8FE996C0>,Terminal{32081618-369113}
341232-275505,AcLineSegment{341232},True,"[Terminal{29218125-275505}, Terminal{641835-275505}, Terminal{545824-275505}, Terminal{569971-275505}, Terminal{569970-275505}, Terminal{143901-275505}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{275505-cn},275505-cn,Terminal{341232-275505},<generator object ngen at 0x0000015E8FE996C0>,Terminal{341232-275505}
603513-616356,AcLineSegment{603513},True,"[Terminal{603514-616356}, Terminal{603511-616356}, Terminal{139598-616356}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{616356-cn},616356-cn,Terminal{603513-616356},<generator object ngen at 0x0000015E8FE996C0>,Terminal{603513-616356}
164074-302089,AcLineSegment{164074},True,[Terminal{18008012-302089}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{302089-cn},302089-cn,Terminal{164074-302089},<generator object ngen at 0x0000015E8FE996C0>,Terminal{164074-302089}
477876-236737,AcLineSegment{477876},True,"[Terminal{467793-236737}, Terminal{31852074-236737}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{236737-cn},236737-cn,Terminal{477876-236737},<generator object ngen at 0x0000015E8FE996C0>,Terminal{477876-236737}
17337711-595939,EnergyConsumer{17337711},True,[Terminal{503919-595939}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{595939-cn},595939-cn,Terminal{17337711-595939},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17337711-595939}
135543-603486,AcLineSegment{135543},True,"[Terminal{37661788-603486}, Terminal{512562-603486}, Terminal{512563-603486}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{603486-cn},603486-cn,Terminal{135543-603486},<generator object ngen at 0x0000015E8FE996C0>,Terminal{135543-603486}
688465-334677,AcLineSegment{688465},True,"[Terminal{567821-334677}, Terminal{567822-334677}, Terminal{684113-334677}, Terminal{603453-334677}, Terminal{684114-334677}, Terminal{547321-334677}, Terminal{29218180-334677}, Terminal{649300-334677}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{334677-cn},334677-cn,Terminal{688465-334677},<generator object ngen at 0x0000015E8FE996C0>,Terminal{688465-334677}
21481278-75835,PowerTransformer{21481278|HOTHAM-BELL},True,[Terminal{718427-75835}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{75835-cn},75835-cn,Terminal{21481278-75835},<generator object ngen at 0x0000015E8FE996C0>,Terminal{21481278-75835}
14439542-269283,Junction{14439542},True,"[Terminal{140884-269283}, Terminal{140883-269283}, Terminal{686889-269283}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{269283-cn},269283-cn,Terminal{14439542-269283},<generator object ngen at 0x0000015E8FE996C0>,Terminal{14439542-269283}
220814-362896,BusbarSection{220814},True,"[Terminal{217049-362896}, Terminal{220813-362896}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{362896-cn},362896-cn,Terminal{220814-362896},<generator object ngen at 0x0000015E8FE996C0>,Terminal{220814-362896}
559564-294445,AcLineSegment{559564},True,"[Terminal{19705633-294445}, Terminal{532151-294445}, Terminal{532137-294445}, Terminal{552683-294445}, Terminal{727789-294445}, Terminal{583240-294445}, Terminal{140562-294445}, Terminal{583298-294445}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{294445-cn},294445-cn,Terminal{559564-294445},<generator object ngen at 0x0000015E8FE996C0>,Terminal{559564-294445}
55302-142238,AcLineSegment{55302},True,"[Terminal{275817-142238}, Terminal{14408840-142238}, Terminal{55300-142238}]",FeederDirection.BOTH,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{142238-cn},142238-cn,Terminal{55302-142238},<generator object ngen at 0x0000015E8FE996C0>,Terminal{55302-142238}
579694-661615,AcLineSegment{579694},True,[Terminal{17338928-661615}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{661615-cn},661615-cn,Terminal{579694-661615},<generator object ngen at 0x0000015E8FE996C0>,Terminal{579694-661615}
603455-335039,AcLineSegment{603455},True,"[Terminal{144667-335039}, Terminal{664583-335039}, Terminal{664584-335039}, Terminal{685039-335039}, Terminal{546865-335039}, Terminal{532041-335039}, Terminal{532042-335039}, Terminal{679321-335039}, Terminal{685040-335039}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{335039-cn},335039-cn,Terminal{603455-335039},<generator object ngen at 0x0000015E8FE996C0>,Terminal{603455-335039}
571302-607194,AcLineSegment{571302},True,"[Terminal{691484-607194}, Terminal{571303-607194}, Terminal{519167-607194}, Terminal{571304-607194}, Terminal{601731-607194}, Terminal{135543-607194}, Terminal{601732-607194}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{607194-cn},607194-cn,Terminal{571302-607194},<generator object ngen at 0x0000015E8FE996C0>,Terminal{571302-607194}
142862-272194,AcLineSegment{142862},True,"[Terminal{303602-272194}, Terminal{19083545-272194}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{272194-cn},272194-cn,Terminal{142862-272194},<generator object ngen at 0x0000015E8FE996C0>,Terminal{142862-272194}
580520-643031,AcLineSegment{580520},True,"[Terminal{149443-643031}, Terminal{204322-643031}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{643031-cn},643031-cn,Terminal{580520-643031},<generator object ngen at 0x0000015E8FE996C0>,Terminal{580520-643031}
236013-127102,AcLineSegment{236013},True,"[Terminal{43557-127102}, Terminal{43158-127102}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{127102-cn},127102-cn,Terminal{236013-127102},<generator object ngen at 0x0000015E8FE996C0>,Terminal{236013-127102}
190641-706180,AcLineSegment{190641},True,"[Terminal{187496-706180}, Terminal{187498-706180}, Terminal{728420-706180}, Terminal{650511-706180}, Terminal{190642-706180}, Terminal{190640-706180}, Terminal{187497-706180}]",FeederDirection.BOTH,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{706180-cn},706180-cn,Terminal{190641-706180},<generator object ngen at 0x0000015E8FE996C0>,Terminal{190641-706180}
370859-423935,AcLineSegment{370859},True,"[Terminal{293413-423935}, Terminal{370857-423935}, Terminal{19229893-423935}, Terminal{293412-423935}, Terminal{370858-423935}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{423935-cn},423935-cn,Terminal{370859-423935},<generator object ngen at 0x0000015E8FE996C0>,Terminal{370859-423935}
642603-583688,AcLineSegment{642603},True,"[Terminal{642600-583688}, Terminal{642601-583688}, Terminal{126340-583688}, Terminal{141944-583688}, Terminal{29217883-583688}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{583688-cn},583688-cn,Terminal{642603-583688},<generator object ngen at 0x0000015E8FE996C0>,Terminal{642603-583688}
109957-269042,AcLineSegment{109957},True,"[Terminal{15709749-269042}, Terminal{660096-269042}, Terminal{660095-269042}, Terminal{140714-269042}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{269042-cn},269042-cn,Terminal{109957-269042},<generator object ngen at 0x0000015E8FE996C0>,Terminal{109957-269042}
304927-435126,AcLineSegment{304927},True,"[Terminal{19085269-435126}, Terminal{304928-435126}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{435126-cn},435126-cn,Terminal{304927-435126},<generator object ngen at 0x0000015E8FE996C0>,Terminal{304927-435126}
145012-630771,AcLineSegment{145012},True,"[Terminal{642522-630771}, Terminal{642523-630771}, Terminal{14439487-630771}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{630771-cn},630771-cn,Terminal{145012-630771},<generator object ngen at 0x0000015E8FE996C0>,Terminal{145012-630771}
294147-424720,AcLineSegment{294147},True,"[Terminal{17354774-424720}, Terminal{294148-424720}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{424720-cn},424720-cn,Terminal{294147-424720},<generator object ngen at 0x0000015E8FE996C0>,Terminal{294147-424720}
59176-418278,AcLineSegment{59176},True,"[Terminal{59175-418278}, Terminal{30894006-418278}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{418278-cn},418278-cn,Terminal{59176-418278},<generator object ngen at 0x0000015E8FE996C0>,Terminal{59176-418278}
709445-608447,AcLineSegment{709445},True,"[Terminal{709446-608447}, Terminal{519251-608447}, Terminal{675416-608447}, Terminal{14422888-608447}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{608447-cn},608447-cn,Terminal{709445-608447},<generator object ngen at 0x0000015E8FE996C0>,Terminal{709445-608447}
20440-55272,AcLineSegment{20440},True,[Terminal{425252-55272}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{55272-cn},55272-cn,Terminal{20440-55272},<generator object ngen at 0x0000015E8FE996C0>,Terminal{20440-55272}
29708201-377529,Junction{29708201},True,"[Terminal{233543-377529}, Terminal{233654-377529}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{377529-cn},377529-cn,Terminal{29708201-377529},<generator object ngen at 0x0000015E8FE996C0>,Terminal{29708201-377529}
531613-270478,AcLineSegment{531613},True,[Terminal{535589-270478}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{270478-cn},270478-cn,Terminal{531613-270478},<generator object ngen at 0x0000015E8FE996C0>,Terminal{531613-270478}
656736-319900,AcLineSegment{656736},True,"[Terminal{150374-319900}, Terminal{97839-319900}, Terminal{646813-319900}, Terminal{181500-319900}, Terminal{181501-319900}, Terminal{29218169-319900}, Terminal{646812-319900}, Terminal{181503-319900}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{319900-cn},319900-cn,Terminal{656736-319900},<generator object ngen at 0x0000015E8FE996C0>,Terminal{656736-319900}
17347850-430099,EnergyConsumer{17347850},True,[Terminal{299630-430099}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{430099-cn},430099-cn,Terminal{17347850-430099},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17347850-430099}
17347707-316246,EnergyConsumer{17347707},True,"[Terminal{311356-316246}, Terminal{636334-316246}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{316246-cn},316246-cn,Terminal{17347707-316246},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17347707-316246}
721670-270493,Disconnector{721670},True,"[Terminal{535633-270493}, Terminal{14532708-270493}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{270493-cn},270493-cn,Terminal{721670-270493},<generator object ngen at 0x0000015E8FE996C0>,Terminal{721670-270493}
583391-221475,AcLineSegment{583391},True,"[Terminal{14438642-221475}, Terminal{437581-221475}, Terminal{583390-221475}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{221475-cn},221475-cn,Terminal{583391-221475},<generator object ngen at 0x0000015E8FE996C0>,Terminal{583391-221475}
17350030-663947,EnergyConsumer{17350030},True,[Terminal{157180-663947}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{663947-cn},663947-cn,Terminal{17350030-663947},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17350030-663947}
280512-336099,AcLineSegment{280512},True,"[Terminal{687897-336099}, Terminal{15785007-336099}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{336099-cn},336099-cn,Terminal{280512-336099},<generator object ngen at 0x0000015E8FE996C0>,Terminal{280512-336099}
308076-438153,AcLineSegment{308076},True,"[Terminal{19089815-438153}, Terminal{308075-438153}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{438153-cn},438153-cn,Terminal{308076-438153},<generator object ngen at 0x0000015E8FE996C0>,Terminal{308076-438153}
178548-418285,AcLineSegment{178548},True,"[Terminal{288845-418285}, Terminal{178547-418285}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{418285-cn},418285-cn,Terminal{178548-418285},<generator object ngen at 0x0000015E8FE996C0>,Terminal{178548-418285}
156526-662092,AcLineSegment{156526},True,[Terminal{18004807-662092}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{662092-cn},662092-cn,Terminal{156526-662092},<generator object ngen at 0x0000015E8FE996C0>,Terminal{156526-662092}
18284293-630469,EnergyConsumer{18284293},True,[Terminal{545518-630469}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{630469-cn},630469-cn,Terminal{18284293-630469},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18284293-630469}
29218884-292828,EnergyConsumer{29218884},True,"[Terminal{641830-292828}, Terminal{669126-292828}, Terminal{176627-292828}, Terminal{579977-292828}, Terminal{579978-292828}, Terminal{649250-292828}, Terminal{153411-292828}, Terminal{153412-292828}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{292828-cn},292828-cn,Terminal{29218884-292828},<generator object ngen at 0x0000015E8FE996C0>,Terminal{29218884-292828}
17337860-616354,EnergyConsumer{17337860},True,[Terminal{139597-616354}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{616354-cn},616354-cn,Terminal{17337860-616354},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17337860-616354}
567720-351805,AcLineSegment{567720},True,"[Terminal{163760-351805}, Terminal{529824-351805}, Terminal{734948-351805}, Terminal{33509151-351805}, Terminal{567713-351805}, Terminal{29217850-351805}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{351805-cn},351805-cn,Terminal{567720-351805},<generator object ngen at 0x0000015E8FE996C0>,Terminal{567720-351805}
697109-743205,AcLineSegment{697109},True,[Terminal{15709327-743205}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{743205-cn},743205-cn,Terminal{697109-743205},<generator object ngen at 0x0000015E8FE996C0>,Terminal{697109-743205}
601733-276508,AcLineSegment{601733},True,"[Terminal{601734-276508}, Terminal{145623-276508}, Terminal{543473-276508}, Terminal{580148-276508}, Terminal{153422-276508}, Terminal{580127-276508}, Terminal{580126-276508}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{276508-cn},276508-cn,Terminal{601733-276508},<generator object ngen at 0x0000015E8FE996C0>,Terminal{601733-276508}
60698-423956,AcLineSegment{60698},True,"[Terminal{60699-423956}, Terminal{18276969-423956}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{423956-cn},423956-cn,Terminal{60698-423956},<generator object ngen at 0x0000015E8FE996C0>,Terminal{60698-423956}
541982-220756,AcLineSegment{541982},True,"[Terminal{436186-220756}, Terminal{584730-220756}, Terminal{571245-220756}, Terminal{544830-220756}, Terminal{686159-220756}, Terminal{675115-220756}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{220756-cn},220756-cn,Terminal{541982-220756},<generator object ngen at 0x0000015E8FE996C0>,Terminal{541982-220756}
142861-272192,AcLineSegment{142861},True,"[Terminal{15725209-272192}, Terminal{532494-272192}, Terminal{164068-272192}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{272192-cn},272192-cn,Terminal{142861-272192},<generator object ngen at 0x0000015E8FE9A140>,Terminal{142861-272192}
206132-368563,Fuse{206132},True,"[Terminal{30930230-368563}, Terminal{223633-368563}, Terminal{223634-368563}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{368563-cn},368563-cn,Terminal{206132-368563},<generator object ngen at 0x0000015E8FE996C0>,Terminal{206132-368563}
219687-364941,BusbarSection{219687},True,"[Terminal{219688-364941}, Terminal{20063952-364941}, Terminal{219686-364941}]",FeederDirection.BOTH,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{364941-cn},364941-cn,Terminal{219687-364941},<generator object ngen at 0x0000015E8FE996C0>,Terminal{219687-364941}
19713111-493938,EnergyConsumer{19713111},True,[Terminal{373607-493938}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{493938-cn},493938-cn,Terminal{19713111-493938},<generator object ngen at 0x0000015E8FE996C0>,Terminal{19713111-493938}
727787-349712,Disconnector{727787},True,"[Terminal{583074-349712}, Terminal{180263-349712}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{349712-cn},349712-cn,Terminal{727787-349712},<generator object ngen at 0x0000015E8FE996C0>,Terminal{727787-349712}
229142-39934,AcLineSegment{229142},True,[Terminal{1517-39934}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{39934-cn},39934-cn,Terminal{229142-39934},<generator object ngen at 0x0000015E8FE996C0>,Terminal{229142-39934}
3759-53840,AcLineSegment{3759},True,[Terminal{654736-53840}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{53840-cn},53840-cn,Terminal{3759-53840},<generator object ngen at 0x0000015E8FE996C0>,Terminal{3759-53840}
20893956-383605,Junction{20893956},True,"[Terminal{255125-383605}, Terminal{242180-383605}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{383605-cn},383605-cn,Terminal{20893956-383605},<generator object ngen at 0x0000015E8FE996C0>,Terminal{20893956-383605}
458830-232184,AcLineSegment{458830},True,"[Terminal{32433787-232184}, Terminal{458831-232184}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{232184-cn},232184-cn,Terminal{458830-232184},<generator object ngen at 0x0000015E8FE996C0>,Terminal{458830-232184}
519808-608821,AcLineSegment{519808},True,"[Terminal{519803-608821}, Terminal{38058203-608821}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{608821-cn},608821-cn,Terminal{519808-608821},<generator object ngen at 0x0000015E8FE996C0>,Terminal{519808-608821}
345968-334674,AcLineSegment{345968},True,"[Terminal{684111-334674}, Terminal{352769-334674}, Terminal{345966-334674}, Terminal{345967-334674}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{334674-cn},334674-cn,Terminal{345968-334674},<generator object ngen at 0x0000015E8FE996C0>,Terminal{345968-334674}
11109-37015,AcLineSegment{11109},True,[Terminal{69568-37015}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{37015-cn},37015-cn,Terminal{11109-37015},<generator object ngen at 0x0000015E8FE996C0>,Terminal{11109-37015}
501026-253593,AcLineSegment{501026},True,"[Terminal{501027-253593}, Terminal{36071395-253593}, Terminal{502014-253593}]",FeederDirection.BOTH,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{253593-cn},253593-cn,Terminal{501026-253593},<generator object ngen at 0x0000015E8FE996C0>,Terminal{501026-253593}
14528481-702832,Junction{14528481},True,[Terminal{642595-702832}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{702832-cn},702832-cn,Terminal{14528481-702832},<generator object ngen at 0x0000015E8FE996C0>,Terminal{14528481-702832}
603486-349703,AcLineSegment{603486},True,[Terminal{727769-349703}],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{349703-cn},349703-cn,Terminal{603486-349703},<generator object ngen at 0x0000015E8FE996C0>,Terminal{603486-349703}
